zm,rama_id,industria,transable,pot_total
Zona metropolitana de Cuernavaca,5221,Banca múltiple,0,
Zona metropolitana de Cuernavaca,5222,Instituciones financieras de fomento económico,0,0
Zona metropolitana de Cuernavaca,5223,Uniones de crédito e instituciones de ahorro,0,74
Zona metropolitana de Cuernavaca,5224,Otras instituciones de intermediación crediticia y financiera no bursátil,0,565
Zona metropolitana de Cuernavaca,5225,Servicios relacionados con la intermediación crediticia no bursátil,0,
Zona metropolitana de Cuernavaca,5231,"Casas de bolsa, casas de cambio y centros cambiarios",0,0
Zona metropolitana de Cuernavaca,5232,Bolsa de valores,0,
Zona metropolitana de Cuernavaca,5239,Asesoría en inversiones y otros servicios relacionados con la intermediación bursátil,0,0
Zona metropolitana de Cuernavaca,5241,Compañías de seguros y fianzas,0,0
Zona metropolitana de Cuernavaca,5242,"Servicios relacionados con los seguros y las fianzas, y administración de fondos para el retiro",0,36
Zona metropolitana de Cuernavaca,5311,Alquiler sin intermediación de bienes raíces,0,880
Zona metropolitana de Cuernavaca,5312,Inmobiliarias y corredores de bienes raíces,0,321
Zona metropolitana de Cuernavaca,5313,Servicios relacionados con los servicios inmobiliarios,0,385
Zona metropolitana de Cuernavaca,5321,"Alquiler de automóviles, camiones y otros transportes terrestres",0,0
Zona metropolitana de Cuernavaca,5322,Alquiler de artículos para el hogar y personales,0,182
Zona metropolitana de Cuernavaca,5323,Centros generales de alquiler,0,0
Zona metropolitana de Cuernavaca,5324,"Alquiler de maquinaria y equipo agropecuario, pesquero, industrial, comercial y de servicios",0,0
Zona metropolitana de Cuernavaca,5331,"Servicios de alquiler de marcas registradas, patentes y franquicias",0,0
Zona metropolitana de Cuernavaca,5411,Servicios legales,0,1791
Zona metropolitana de Cuernavaca,5412,"Servicios de contabilidad, auditoría y servicios relacionados",0,670
Zona metropolitana de Cuernavaca,5413,"Servicios de arquitectura, ingeniería y actividades relacionadas",0,355
Zona metropolitana de Cuernavaca,5414,Diseño especializado,0,151
Zona metropolitana de Cuernavaca,5415,Servicios de diseño de sistemas de cómputo y servicios relacionados,0,0
Zona metropolitana de Cuernavaca,5416,"Servicios de consultoría administrativa, científica y técnica",0,372
Zona metropolitana de Cuernavaca,5417,Servicios de investigación científica y desarrollo,0,0
Zona metropolitana de Cuernavaca,5418,Servicios de publicidad y actividades relacionadas,0,582
Zona metropolitana de Cuernavaca,5419,"Otros servicios profesionales, científicos y técnicos",0,746
Zona metropolitana de Cuernavaca,5511,Dirección y administración de grupos empresariales o corporativos,0,0
Zona metropolitana de Cuernavaca,5611,Servicios de administración de negocios,0,0
Zona metropolitana de Cuernavaca,5612,Servicios integrales de apoyo a los negocios en instalaciones,0,250
Zona metropolitana de Cuernavaca,5613,Servicios de empleo,0,0
Zona metropolitana de Cuernavaca,5614,"Servicios de apoyo secretarial, fotocopiado, cobranza, investigación crediticia y similares",0,457
Zona metropolitana de Cuernavaca,5615,Agencias de viajes y servicios de reservaciones,0,105
Zona metropolitana de Cuernavaca,5616,"Servicios de investigación, protección y seguridad",0,3309
Zona metropolitana de Cuernavaca,5617,Servicios de limpieza,0,807
Zona metropolitana de Cuernavaca,5619,Otros servicios de apoyo a los negocios,0,359
Zona metropolitana de Cuernavaca,5621,Recolección de residuos,0,0
Zona metropolitana de Cuernavaca,5622,Tratamiento y disposición final de residuos,0,0
Zona metropolitana de Cuernavaca,5629,"Servicios de remediación, recuperación, y otros servicios de manejo de residuos",0,0
Zona metropolitana de Cuernavaca,6111,"Escuelas de educación básica, media y para necesidades especiales",0,7675
Zona metropolitana de Cuernavaca,6112,Escuelas de educación técnica superior,0,0
Zona metropolitana de Cuernavaca,6113,Escuelas de educación superior,0,2974
Zona metropolitana de Cuernavaca,6114,"Escuelas comerciales, de computación y de capacitación para ejecutivos",0,0
Zona metropolitana de Cuernavaca,6115,Escuelas de oficios,0,163
Zona metropolitana de Cuernavaca,6116,Otros servicios educativos,0,797
Zona metropolitana de Cuernavaca,6117,Servicios de apoyo a la educación,0,
Zona metropolitana de Cuernavaca,6211,Consultorios médicos,0,1881
Zona metropolitana de Cuernavaca,6212,Consultorios dentales,0,1419
Zona metropolitana de Cuernavaca,6213,Otros consultorios para el cuidado de la salud,0,956
Zona metropolitana de Cuernavaca,6214,Centros para la atención de pacientes que no requieren hospitalización,0,192
Zona metropolitana de Cuernavaca,6215,Laboratorios médicos y de diagnóstico,0,610
Zona metropolitana de Cuernavaca,6216,Servicios de enfermería a domicilio,0,0
Zona metropolitana de Cuernavaca,6219,"Servicios de ambulancias, de bancos de órganos y otros servicios auxiliares al tratamiento médico",0,34
Zona metropolitana de Cuernavaca,6221,Hospitales generales,0,1220
Zona metropolitana de Cuernavaca,6222,Hospitales psiquiátricos y para el tratamiento por adicción,0,0
Zona metropolitana de Cuernavaca,6223,Hospitales de otras especialidades médicas,0,50
Zona metropolitana de Cuernavaca,6231,"Residencias con cuidados de enfermeras para enfermos convalecientes, en rehabilitación, incurables y terminales",0,0
Zona metropolitana de Cuernavaca,6232,"Residencias para el cuidado de personas con problemas de retardo mental, trastorno mental y adicciones",0,55
Zona metropolitana de Cuernavaca,6233,Asilos y otras residencias para el cuidado de ancianos,0,515
Zona metropolitana de Cuernavaca,6239,Orfanatos y otras residencias de asistencia social,0,0
Zona metropolitana de Cuernavaca,6241,Servicios de orientación y trabajo social,0,712
Zona metropolitana de Cuernavaca,6242,"Servicios comunitarios de alimentación, refugio y emergencia",0,0
Zona metropolitana de Cuernavaca,6243,"Servicios de capacitación para el trabajo para personas desempleadas, subempleadas o con discapacidad",0,
Zona metropolitana de Cuernavaca,6244,Guarderías,0,57
Zona metropolitana de Cuernavaca,7111,Compañías y grupos de espectáculos artísticos y culturales,0,0
Zona metropolitana de Cuernavaca,7112,Deportistas y equipos deportivos profesionales,0,0
Zona metropolitana de Cuernavaca,7113,"Promotores de espectáculos artísticos, culturales, deportivos y similares",0,65
Zona metropolitana de Cuernavaca,7114,"Agentes y representantes de artistas, deportistas y similares",0,0
Zona metropolitana de Cuernavaca,7115,"Artistas, escritores y técnicos independientes",0,5
Zona metropolitana de Cuernavaca,7121,"Museos, sitios históricos, zoológicos y similares",0,0
Zona metropolitana de Cuernavaca,7131,Parques con instalaciones recreativas y casas de juegos electrónicos,0,340
Zona metropolitana de Cuernavaca,7132,"Casinos, loterías y otros juegos de azar",0,294
Zona metropolitana de Cuernavaca,7139,Otros servicios recreativos,0,1629
Zona metropolitana de Cuernavaca,7211,"Hoteles, moteles y similares",1,5019
Zona metropolitana de Cuernavaca,7212,Campamentos y albergues recreativos,0,0
Zona metropolitana de Cuernavaca,7213,"Pensiones y casas de huéspedes, y departamentos y casas amueblados con servicios de hotelería",0,86
Zona metropolitana de Cuernavaca,7223,Servicios de preparación de alimentos por encargo,0,9141
Zona metropolitana de Cuernavaca,7224,"Centros nocturnos, bares, cantinas y similares",0,786
Zona metropolitana de Cuernavaca,7225,Servicios de preparación de alimentos y bebidas alcohólicas y no alcohólicas,1,26390
Zona metropolitana de Cuernavaca,8111,Reparación y mantenimiento de automóviles y camiones,0,5775
Zona metropolitana de Cuernavaca,8112,Reparación y mantenimiento de equipo electrónico y de equipo de precisión,0,586
Zona metropolitana de Cuernavaca,8113,"Reparación y mantenimiento de maquinaria y equipo agropecuario, industrial, comercial y de servicios",0,748
Zona metropolitana de Cuernavaca,8114,Reparación y mantenimiento de artículos para el hogar y personales,0,1870
Zona metropolitana de Cuernavaca,8121,"Salones y clínicas de belleza, baños públicos y bolerías",0,4876
Zona metropolitana de Cuernavaca,8122,Lavanderías y tintorerías ,0,1082
Zona metropolitana de Cuernavaca,8123,Servicios funerarios y administración de cementerios ,0,331
Zona metropolitana de Cuernavaca,8124,Estacionamientos y pensiones para vehículos automotores ,0,1137
Zona metropolitana de Cuernavaca,8129,Servicios de revelado e impresión de fotografías y otros servicios personales ,0,219
Zona metropolitana de Cuernavaca,8131,"Asociaciones y organizaciones comerciales, laborales, profesionales y recreativas ",0,589
Zona metropolitana de Cuernavaca,8132,"Asociaciones y organizaciones religiosas, políticas y civiles ",0,1130
Zona metropolitana de Tepic,1125,Acuicultura,1,0
Zona metropolitana de Tepic,1141,Pesca,1,457
Zona metropolitana de Tepic,1151,Servicios relacionados con la agricultura,0,0
Zona metropolitana de Tepic,1152,Servicios relacionados con la cría y explotación de animales,0,
Zona metropolitana de Tepic,1153,Servicios relacionados con el aprovechamiento forestal,0,0
Zona metropolitana de Tepic,2111,Extracción de petróleo y gas,0,
Zona metropolitana de Tepic,2121,Minería de carbón mineral,1,
Zona metropolitana de Tepic,2122,Minería de minerales metálicos,1,0
Zona metropolitana de Tepic,2123,Minería de minerales no metálicos,1,0
Zona metropolitana de Tepic,2131,Servicios relacionados con la minería,0,
Zona metropolitana de Tepic,2211,"Generación, transmisión, distribución y comercialización de energía eléctrica",0,
Zona metropolitana de Tepic,2212,Suministro de gas natural por ductos al consumidor final,0,
Zona metropolitana de Tepic,2213,"Captación, tratamiento y suministro de agua",0,0
Zona metropolitana de Tepic,2361,Edificación residencial,0,0
Zona metropolitana de Tepic,2362,Edificación no residencial,0,0
Zona metropolitana de Tepic,2371,"Construcción de obras para el suministro de agua, petróleo, gas, energía eléctrica y telecomunicaciones",0,0
Zona metropolitana de Tepic,2372,División de terrenos y construcción de obras de urbanización,0,0
Zona metropolitana de Tepic,2373,Construcción de vías de comunicación,0,0
Zona metropolitana de Tepic,2379,Otras construcciones de ingeniería civil,0,0
Zona metropolitana de Tepic,2381,"Cimentaciones, montaje de estructuras prefabricadas y trabajos en exteriores",0,0
Zona metropolitana de Tepic,2382,Instalaciones y equipamiento en construcciones,0,139
Zona metropolitana de Tepic,2383,Trabajos de acabados en edificaciones,0,0
Zona metropolitana de Tepic,2389,Otros trabajos especializados para la construcción,0,0
Zona metropolitana de Tepic,3111,Elaboración de alimentos balanceados para animales,1,0
Zona metropolitana de Tepic,3112,Molienda de granos y de semillas y obtención de aceites y grasas,1,0
Zona metropolitana de Tepic,3113,"Elaboración de azúcares, chocolates, dulces y similares",1,590
Zona metropolitana de Tepic,3114,"Conservación de frutas, verduras, guisos y otros alimentos preparados",1,70
Zona metropolitana de Tepic,3115,Elaboración de productos lácteos,1,202
Zona metropolitana de Tepic,3116,"Matanza, empacado y procesamiento de carne de ganado, aves y otros animales comestibles",1,227
Zona metropolitana de Tepic,3117,Preparación y envasado de pescados y mariscos,1,0
Zona metropolitana de Tepic,3118,Elaboración de productos de panadería y tortillas,1,2105
Zona metropolitana de Tepic,3119,Otras industrias alimentarias,1,1371
Zona metropolitana de Tepic,3121,Industria de las bebidas,1,44
Zona metropolitana de Tepic,3122,Industria del tabaco,1,0
Zona metropolitana de Tepic,3131,"Preparación e hilado de fibras textiles, y fabricación de hilos",1,0
Zona metropolitana de Tepic,3132,Fabricación de telas,1,0
Zona metropolitana de Tepic,3133,Acabado de productos textiles y fabricación de telas recubiertas,1,0
Zona metropolitana de Tepic,3141,"Confección de alfombras, blancos y similares",1,0
Zona metropolitana de Tepic,3149,"Fabricación de otros productos textiles, excepto prendas de vestir",1,0
Zona metropolitana de Tepic,3151,Fabricación de prendas de vestir de tejido de punto,1,0
Zona metropolitana de Tepic,3152,Confección de prendas de vestir,1,149
Zona metropolitana de Tepic,3159,Confección de accesorios de vestir y otras prendas de vestir no clasificados en otra parte,1,0
Zona metropolitana de Tepic,3161,Curtido y acabado de cuero y piel,1,
Zona metropolitana de Tepic,3162,Fabricación de calzado,1,0
Zona metropolitana de Tepic,3169,"Fabricación de otros productos de cuero, piel y materiales sucedáneos",1,0
Zona metropolitana de Tepic,3211,Aserrado y conservación de la madera,1,0
Zona metropolitana de Tepic,3212,Fabricación de laminados y aglutinados de madera,1,
Zona metropolitana de Tepic,3219,Fabricación de otros productos de madera,1,57
Zona metropolitana de Tepic,3221,"Fabricación de pulpa, papel y cartón",1,0
Zona metropolitana de Tepic,3222,Fabricación de productos de cartón y papel,1,13
Zona metropolitana de Tepic,3231,Impresión e industrias conexas,1,357
Zona metropolitana de Tepic,3241,Fabricación de productos derivados del petróleo y del carbón,1,0
Zona metropolitana de Tepic,3251,Fabricación de productos químicos básicos,1,
Zona metropolitana de Tepic,3252,"Fabricación de resinas y hules sintéticos, y fibras químicas",1,
Zona metropolitana de Tepic,3253,"Fabricación de fertilizantes, plaguicidas y otros agroquímicos",1,0
Zona metropolitana de Tepic,3254,Fabricación de productos farmacéuticos,1,0
Zona metropolitana de Tepic,3255,"Fabricación de pinturas, recubrimientos y adhesivos",1,
Zona metropolitana de Tepic,3256,"Fabricación de jabones, limpiadores y preparaciones de tocador",1,51
Zona metropolitana de Tepic,3259,Fabricación de otros productos químicos,1,0
Zona metropolitana de Tepic,3261,Fabricación de productos de plástico,1,0
Zona metropolitana de Tepic,3262,Fabricación de productos de hule,1,0
Zona metropolitana de Tepic,3271,Fabricación de productos a base de arcillas y minerales refractarios,1,114
Zona metropolitana de Tepic,3272,Fabricación de vidrio y productos de vidrio,1,0
Zona metropolitana de Tepic,3273,"Fabricación de cemento, concreto y sus productos",1,449
Zona metropolitana de Tepic,3274,"Fabricación de cal, yeso y productos de yeso",1,0
Zona metropolitana de Tepic,3279,Fabricación de otros productos a base de minerales no metálicos,1,125
Zona metropolitana de Tepic,3311,Industria básica del hierro y del acero,1,
Zona metropolitana de Tepic,3312,Fabricación de productos de hierro y acero,1,
Zona metropolitana de Tepic,3313,Industria básica del aluminio,1,
Zona metropolitana de Tepic,3314,"Industrias de metales no ferrosos, excepto aluminio",1,
Zona metropolitana de Tepic,3315,Moldeo por fundición de piezas metálicas,1,
Zona metropolitana de Tepic,3321,Fabricación de productos metálicos forjados y troquelados,1,
Zona metropolitana de Tepic,3322,Fabricación de herramientas de mano sin motor y utensilios de cocina metálicos,1,0
Zona metropolitana de Tepic,3323,Fabricación de estructuras metálicas y productos de herrería,1,697
Zona metropolitana de Tepic,3324,"Fabricación de calderas, tanques y envases metálicos",1,
Zona metropolitana de Tepic,3325,Fabricación de herrajes y cerraduras,1,
Zona metropolitana de Tepic,3326,"Fabricación de alambre, productos de alambre y resortes",1,0
Zona metropolitana de Tepic,3327,Maquinado de piezas y fabricación de tornillos,1,0
Zona metropolitana de Tepic,3328,Recubrimientos y terminados metálicos,1,
Zona metropolitana de Tepic,3329,Fabricación de otros productos metálicos,1,
Zona metropolitana de Tepic,3331,"Fabricación de maquinaria y equipo agropecuario, para la construcción y para la industria extractiva",1,0
Zona metropolitana de Tepic,3332,"Fabricación de maquinaria y equipo para las industrias manufactureras, excepto la metalmecánica",1,0
Zona metropolitana de Tepic,3333,Fabricación de maquinaria y equipo para el comercio y los servicios,1,
Zona metropolitana de Tepic,3334,"Fabricación de equipo de aire acondicionado, calefacción, y de refrigeración industrial y comercial",1,0
Zona metropolitana de Tepic,3335,Fabricación de maquinaria y equipo para la industria metalmecánica,1,0
Zona metropolitana de Tepic,3336,"Fabricación de motores de combustión interna, turbinas y transmisiones",1,
Zona metropolitana de Tepic,3339,Fabricación de otra maquinaria y equipo para la industria en general,1,0
Zona metropolitana de Tepic,3341,Fabricación de computadoras y equipo periférico,1,
Zona metropolitana de Tepic,3342,Fabricación de equipo de comunicación,1,
Zona metropolitana de Tepic,3343,Fabricación de equipo de audio y de video,1,
Zona metropolitana de Tepic,3344,Fabricación de componentes electrónicos,1,0
Zona metropolitana de Tepic,3345,"Fabricación de instrumentos de medición, control, navegación, y equipo médico electrónico",1,
Zona metropolitana de Tepic,3346,Fabricación y reproducción de medios magnéticos y ópticos,1,
Zona metropolitana de Tepic,3351,Fabricación de accesorios de iluminación,1,
Zona metropolitana de Tepic,3352,Fabricación de aparatos eléctricos de uso doméstico,1,
Zona metropolitana de Tepic,3353,Fabricación de equipo de generación y distribución de energía eléctrica,1,
Zona metropolitana de Tepic,3359,Fabricación de otros equipos y accesorios eléctricos,1,
Zona metropolitana de Tepic,3361,Fabricación de automóviles y camiones,1,
Zona metropolitana de Tepic,3362,Fabricación de carrocerías y remolques,1,0
Zona metropolitana de Tepic,3363,Fabricación de partes para vehículos automotores,1,0
Zona metropolitana de Tepic,3364,Fabricación de equipo aeroespacial,1,
Zona metropolitana de Tepic,3365,Fabricación de equipo ferroviario,1,
Zona metropolitana de Tepic,3366,Fabricación de embarcaciones,1,
Zona metropolitana de Tepic,3369,Fabricación de otro equipo de transporte,1,
Zona metropolitana de Tepic,3371,"Fabricación de muebles, excepto de oficina y estantería",1,329
Zona metropolitana de Tepic,3372,Fabricación de muebles de oficina y estantería,1,0
Zona metropolitana de Tepic,3379,"Fabricación de colchones, persianas y cortineros",1,0
Zona metropolitana de Tepic,3391,"Fabricación de equipo no electrónico y material desechable de uso médico, dental y para laboratorio, y artículos oftálmicos",1,0
Zona metropolitana de Tepic,3399,Otras industrias manufactureras,1,6
Zona metropolitana de Tepic,4311,Comercio al por mayor de abarrotes y alimentos,0,2841
Zona metropolitana de Tepic,4312,"Comercio al por mayor de bebidas, hielo y tabaco",0,321
Zona metropolitana de Tepic,4321,Comercio al por mayor de productos textiles y calzado,0,0
Zona metropolitana de Tepic,4331,Comercio al por mayor de productos farmacéuticos,0,226
Zona metropolitana de Tepic,4332,"Comercio al por mayor de artículos de perfumería, cosméticos y joyería",0,0
Zona metropolitana de Tepic,4333,"Comercio al por mayor de grabaciones de audio y video en medios físicos, juguetes y artículos deportivos",0,0
Zona metropolitana de Tepic,4334,"Comercio al por mayor de artículos de papelería, libros, revistas y periódicos",0,0
Zona metropolitana de Tepic,4335,Comercio al por mayor de electrodomésticos menores y aparatos de línea blanca,0,35
Zona metropolitana de Tepic,4341,Comercio al por mayor de materias primas agropecuarias y forestales,0,230
Zona metropolitana de Tepic,4342,Comercio al por mayor de materias primas para la industria,0,1020
Zona metropolitana de Tepic,4343,Comercio al por mayor de materiales de desecho,0,155
Zona metropolitana de Tepic,4351,"Comercio al por mayor de maquinaria y equipo agropecuario, forestal y para la pesca",0,150
Zona metropolitana de Tepic,4352,Comercio al por mayor de maquinaria y equipo para la industria,0,43
Zona metropolitana de Tepic,4353,Comercio al por mayor de maquinaria y equipo para los servicios y para actividades comerciales,0,141
Zona metropolitana de Tepic,4354,"Comercio al por mayor de mobiliario y equipo de cómputo y de oficina, y de otra maquinaria y equipo de uso general",0,166
Zona metropolitana de Tepic,4361,"Comercio al por mayor de camiones y de partes y refacciones nuevas para automóviles, camionetas y camiones",0,0
Zona metropolitana de Tepic,4373,Intermediación de comercio al por mayor,0,
Zona metropolitana de Tepic,4611,Comercio al por menor de abarrotes y alimentos,0,9340
Zona metropolitana de Tepic,4612,"Comercio al por menor de bebidas, hielo y tabaco",0,628
Zona metropolitana de Tepic,4621,Comercio al por menor en tiendas de autoservicio,0,2383
Zona metropolitana de Tepic,4622,Comercio al por menor en tiendas departamentales,0,0
Zona metropolitana de Tepic,4631,"Comercio al por menor de productos textiles, excepto ropa",0,160
Zona metropolitana de Tepic,4632,"Comercio al por menor de ropa, bisutería y accesorios de vestir",0,1998
Zona metropolitana de Tepic,4633,Comercio al por menor de calzado,0,468
Zona metropolitana de Tepic,4641,Comercio al por menor de artículos para el cuidado de la salud,0,2321
Zona metropolitana de Tepic,4651,Comercio al por menor de artículos de perfumería y joyería,0,455
Zona metropolitana de Tepic,4652,Comercio al por menor de artículos para el esparcimiento,0,361
Zona metropolitana de Tepic,4653,"Comercio al por menor de artículos de papelería, libros, revistas y periódicos",0,985
Zona metropolitana de Tepic,4659,"Comercio al por menor de mascotas y sus accesorios, regalos, artículos religiosos, desechables, artesanías y otros artículos de uso personal",0,869
Zona metropolitana de Tepic,4661,Comercio al por menor de muebles para el hogar y otros enseres domésticos,0,606
Zona metropolitana de Tepic,4662,"Comercio al por menor de mobiliario, equipo y accesorios de cómputo, teléfonos y otros aparatos de comunicación",0,576
Zona metropolitana de Tepic,4663,Comercio al por menor de artículos para la decoración de interiores,0,588
Zona metropolitana de Tepic,4664,Comercio al por menor de artículos usados,0,443
Zona metropolitana de Tepic,4671,"Comercio al por menor de artículos de ferretería, tlapalería y vidrios",0,2201
Zona metropolitana de Tepic,4681,Comercio al por menor de automóviles y camionetas,0,934
Zona metropolitana de Tepic,4682,"Comercio al por menor de partes y refacciones para automóviles, camionetas y camiones",0,1225
Zona metropolitana de Tepic,4683,Comercio al por menor de motocicletas y otros vehículos de motor,0,234
Zona metropolitana de Tepic,4684,"Comercio al por menor de combustibles, aceites y grasas lubricantes",0,1671
Zona metropolitana de Tepic,4691,"Intermediación de comercio al por menor, y comercio al por menor a través de catálogos impresos, televisión y similares",0,0
Zona metropolitana de Tepic,4811,Transporte aéreo regular,0,
Zona metropolitana de Tepic,4812,Transporte aéreo no regular,0,
Zona metropolitana de Tepic,4821,Transporte por ferrocarril,0,
Zona metropolitana de Tepic,4831,Transporte marítimo,1,
Zona metropolitana de Tepic,4832,Transporte por aguas interiores,1,
Zona metropolitana de Tepic,4841,Autotransporte de carga general,0,0
Zona metropolitana de Tepic,4842,Autotransporte de carga especializado,0,0
Zona metropolitana de Tepic,4851,Transporte colectivo urbano y suburbano de pasajeros de ruta fija,0,0
Zona metropolitana de Tepic,4852,Transporte colectivo foráneo de pasajeros de ruta fija,0,0
Zona metropolitana de Tepic,4853,Servicio de taxis y limusinas,0,0
Zona metropolitana de Tepic,4854,Transporte escolar y de personal,0,0
Zona metropolitana de Tepic,4855,Alquiler de autobuses con chofer,0,0
Zona metropolitana de Tepic,4859,Otro transporte terrestre de pasajeros,0,0
Zona metropolitana de Tepic,4862,Transporte de gas natural por ductos,0,
Zona metropolitana de Tepic,4869,Transporte por ductos de otros productos,0,
Zona metropolitana de Tepic,4871,Transporte turístico por tierra,1,
Zona metropolitana de Tepic,4872,Transporte turístico por agua,1,
Zona metropolitana de Tepic,4879,Otro transporte turístico,1,
Zona metropolitana de Tepic,4881,Servicios relacionados con el transporte aéreo,0,0
Zona metropolitana de Tepic,4882,Servicios relacionados con el transporte por ferrocarril,0,
Zona metropolitana de Tepic,4883,Servicios relacionados con el transporte por agua,0,
Zona metropolitana de Tepic,4884,Servicios relacionados con el transporte por carretera,0,61
Zona metropolitana de Tepic,4885,Servicios de intermediación para el transporte de carga,0,86
Zona metropolitana de Tepic,4889,Otros servicios relacionados con el transporte,0,
Zona metropolitana de Tepic,4911,Servicios postales,0,0
Zona metropolitana de Tepic,4921,Servicios de mensajería y paquetería foránea,0,0
Zona metropolitana de Tepic,4922,Servicios de mensajería y paquetería local,0,0
Zona metropolitana de Tepic,4931,Servicios de almacenamiento,0,
Zona metropolitana de Tepic,5121,Industria fílmica y del video,1,0
Zona metropolitana de Tepic,5122,Industria del sonido,1,0
Zona metropolitana de Tepic,5131,"Edición de periódicos, revistas, libros, directorios y otros materiales",0,0
Zona metropolitana de Tepic,5132,Edición de software,1,
Zona metropolitana de Tepic,5161,Estaciones de transmisión de programas de radio y televisión,0,0
Zona metropolitana de Tepic,5162,"Servicios de distribución de audio y video en tiempo real (streaming), redes sociales, cadenas de radio y televisión y otros proveedores de contenido",0,0
Zona metropolitana de Tepic,5173,Operadores de servicios de telecomunicaciones alámbricas e inalámbricas,0,
Zona metropolitana de Tepic,5174,Operadores de servicios de telecomunicaciones vía satélite,0,
Zona metropolitana de Tepic,5179,Otros servicios de telecomunicaciones,0,56
Zona metropolitana de Tepic,5182,"Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",1,0
Zona metropolitana de Tepic,5192,"Bibliotecas, archivos, portales de búsqueda en la red y otros servicios de suministro de información",0,0
Zona metropolitana de Tepic,5211,Banca central,0,
Zona metropolitana de Tepic,5221,Banca múltiple,0,
Zona metropolitana de Tepic,5222,Instituciones financieras de fomento económico,0,
Zona metropolitana de Tepic,5223,Uniones de crédito e instituciones de ahorro,0,241
Zona metropolitana de Tepic,5224,Otras instituciones de intermediación crediticia y financiera no bursátil,0,491
Zona metropolitana de Tepic,5225,Servicios relacionados con la intermediación crediticia no bursátil,0,
Zona metropolitana de Tepic,5231,"Casas de bolsa, casas de cambio y centros cambiarios",0,27
Zona metropolitana de Tepic,5232,Bolsa de valores,0,
Zona metropolitana de Tepic,5239,Asesoría en inversiones y otros servicios relacionados con la intermediación bursátil,0,
Zona metropolitana de Tepic,5241,Compañías de seguros y fianzas,0,
Zona metropolitana de Tepic,5242,"Servicios relacionados con los seguros y las fianzas, y administración de fondos para el retiro",0,163
Zona metropolitana de Tepic,5311,Alquiler sin intermediación de bienes raíces,0,517
Zona metropolitana de Tepic,5312,Inmobiliarias y corredores de bienes raíces,0,299
Zona metropolitana de Tepic,5313,Servicios relacionados con los servicios inmobiliarios,0,142
Zona metropolitana de Tepic,5321,"Alquiler de automóviles, camiones y otros transportes terrestres",0,45
Zona metropolitana de Tepic,5322,Alquiler de artículos para el hogar y personales,0,217
Zona metropolitana de Tepic,5323,Centros generales de alquiler,0,28
Zona metropolitana de Tepic,5324,"Alquiler de maquinaria y equipo agropecuario, pesquero, industrial, comercial y de servicios",0,234
Zona metropolitana de Tepic,5331,"Servicios de alquiler de marcas registradas, patentes y franquicias",0,
Zona metropolitana de Tepic,5411,Servicios legales,0,975
Zona metropolitana de Tepic,5412,"Servicios de contabilidad, auditoría y servicios relacionados",0,598
Zona metropolitana de Tepic,5413,"Servicios de arquitectura, ingeniería y actividades relacionadas",0,234
Zona metropolitana de Tepic,5414,Diseño especializado,0,88
Zona metropolitana de Tepic,5415,Servicios de diseño de sistemas de cómputo y servicios relacionados,0,55
Zona metropolitana de Tepic,5416,"Servicios de consultoría administrativa, científica y técnica",0,217
Zona metropolitana de Tepic,5417,Servicios de investigación científica y desarrollo,0,54
Zona metropolitana de Tepic,5418,Servicios de publicidad y actividades relacionadas,0,125
Zona metropolitana de Tepic,5419,"Otros servicios profesionales, científicos y técnicos",0,310
Zona metropolitana de Tepic,5511,Dirección y administración de grupos empresariales o corporativos,0,0
Zona metropolitana de Tepic,5611,Servicios de administración de negocios,0,0
Zona metropolitana de Tepic,5612,Servicios integrales de apoyo a los negocios en instalaciones,0,0
Zona metropolitana de Tepic,5613,Servicios de empleo,0,26
Zona metropolitana de Tepic,5614,"Servicios de apoyo secretarial, fotocopiado, cobranza, investigación crediticia y similares",0,245
Zona metropolitana de Tepic,5615,Agencias de viajes y servicios de reservaciones,0,88
Zona metropolitana de Tepic,5616,"Servicios de investigación, protección y seguridad",0,1317
Zona metropolitana de Tepic,5617,Servicios de limpieza,0,138
Zona metropolitana de Tepic,5619,Otros servicios de apoyo a los negocios,0,77
Zona metropolitana de Tepic,5621,Recolección de residuos,0,0
Zona metropolitana de Tepic,5622,Tratamiento y disposición final de residuos,0,0
Zona metropolitana de Tepic,5629,"Servicios de remediación, recuperación, y otros servicios de manejo de residuos",0,
Zona metropolitana de Tepic,6111,"Escuelas de educación básica, media y para necesidades especiales",0,1688
Zona metropolitana de Tepic,6112,Escuelas de educación técnica superior,0,0
Zona metropolitana de Tepic,6113,Escuelas de educación superior,0,1494
Zona metropolitana de Tepic,6114,"Escuelas comerciales, de computación y de capacitación para ejecutivos",0,0
Zona metropolitana de Tepic,6115,Escuelas de oficios,0,0
Zona metropolitana de Tepic,6116,Otros servicios educativos,0,361
Zona metropolitana de Tepic,6117,Servicios de apoyo a la educación,0,
Zona metropolitana de Tepic,6211,Consultorios médicos,0,961
Zona metropolitana de Tepic,6212,Consultorios dentales,0,948
Zona metropolitana de Tepic,6213,Otros consultorios para el cuidado de la salud,0,559
Zona metropolitana de Tepic,6214,Centros para la atención de pacientes que no requieren hospitalización,0,71
Zona metropolitana de Tepic,6215,Laboratorios médicos y de diagnóstico,0,488
Zona metropolitana de Tepic,6216,Servicios de enfermería a domicilio,0,0
